Timestamp,m/z 31,m/z 33,m/z 41,m/z 42,m/z 43,m/z 45,m/z 47,m/z 57,m/z 59,m/z 61,m/z 69,m/z 71,m/z 73,m/z 75,m/z 79,m/z 81,m/z 83,m/z 87,m/z 93,m/z 105,m/z 107,m/z 121,m/z 137,,
1/03/2011 7:00,3.503,10.933,0.502,0.159,3.966,0.859,0.739,0.421,1.927,1.605,0.726,1.156,0.291,0.237,0.301,0.672,0.140,0.131,0.567,<mdl,0.316,0.156,0.608,,
1/03/2011 8:00,3.653,11.648,0.800,0.151,5.239,1.120,0.997,0.661,2.393,2.301,1.479,1.022,0.657,0.245,0.401,0.715,0.143,0.135,1.077,<mdl,0.605,0.364,0.733,,
1/03/2011 9:00,5.463,13.286,1.399,0.177,7.184,1.589,1.131,1.387,4.085,3.377,2.421,1.152,1.610,0.270,0.573,0.827,0.190,0.229,2.256,0.122,1.406,1.121,0.707,,
1/03/2011 10:00,6.361,13.151,1.172,0.206,6.310,1.413,1.080,0.397,2.484,2.267,2.503,1.215,0.584,0.175,0.318,0.731,0.129,0.272,1.118,<mdl,0.596,0.266,<mdl,,
1/03/2011 11:00,2.730,8.540,0.688,0.246,4.336,0.608,0.632,0.909,2.111,2.643,1.107,0.481,2.105,0.148,0.284,0.342,0.071,0.080,3.577,<mdl,0.652,0.235,<mdl,,
1/03/2011 12:00,2.544,7.088,0.688,0.110,2.951,0.433,0.598,0.386,1.663,1.543,1.584,0.455,0.411,0.109,0.191,0.292,0.063,0.069,0.753,<mdl,0.229,<mdl,<mdl,,
1/03/2011 13:00,2.253,7.407,0.514,0.097,2.845,0.473,0.673,0.205,1.161,1.555,1.709,0.614,0.281,0.125,0.182,0.232,0.069,0.074,0.481,<mdl,0.327,<mdl,<mdl,,
1/03/2011 14:00,3.431,7.454,0.495,0.088,3.084,0.420,0.743,0.133,1.187,1.457,2.008,1.030,0.181,0.156,0.160,0.248,<mdl,0.088,0.168,<mdl,0.118,<mdl,<mdl,,
1/03/2011 18:00,7.714,2.016,0.494,0.084,2.207,0.401,0.574,0.230,0.633,0.583,0.189,0.113,0.105,<mdl,0.235,0.174,<mdl,<mdl,0.305,<mdl,0.159,<mdl,<mdl,,
1/03/2011 19:00,<mdl,2.498,0.649,0.133,2.091,0.676,0.339,0.575,0.591,0.426,<mdl,0.082,0.132,<mdl,0.358,<mdl,<mdl,<mdl,0.368,<mdl,0.199,<mdl,<mdl,,
1/03/2011 20:00,<mdl,1.988,0.327,0.085,1.015,0.282,0.224,0.438,0.363,0.221,<mdl,<mdl,<mdl,<mdl,0.241,<mdl,<mdl,<mdl,0.168,<mdl,<mdl,<mdl,<mdl,,
1/03/2011 21:00,<mdl,1.623,0.458,0.082,1.227,0.288,0.175,0.429,0.349,0.169,<mdl,<mdl,0.058,<mdl,0.234,<mdl,<mdl,<mdl,0.212,<mdl,<mdl,<mdl,<mdl,,
1/03/2011 22:00,1.559,1.390,0.090,0.059,0.378,<mdl,<mdl,<mdl,0.196,<mdl,<mdl,<mdl,<mdl,<mdl,0.141,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,,
2/03/2011 4:00,8.646,1.054,0.852,0.109,2.133,0.423,0.324,0.430,0.310,0.209,<mdl,<mdl,0.185,<mdl,0.230,<mdl,<mdl,<mdl,0.252,<mdl,<mdl,<mdl,<mdl,,
2/03/2011 5:00,<mdl,2.014,0.386,0.223,1.213,0.212,<mdl,<mdl,0.149,0.331,<mdl,<mdl,0.192,<mdl,0.185,<mdl,<mdl,<mdl,0.148,<mdl,<mdl,<mdl,<mdl,,
2/03/2011 6:00,<mdl,1.589,0.074,0.094,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,0.144,<mdl,<mdl,<mdl,0.107,<mdl,<mdl,<mdl,<mdl,,
2/03/2011 7:00,<mdl,1.892,0.544,0.117,1.386,0.458,0.151,0.315,0.237,0.256,<mdl,<mdl,0.351,<mdl,0.324,<mdl,<mdl,<mdl,0.538,<mdl,0.328,0.120,<mdl,,
2/03/2011 8:00,<mdl,2.078,0.889,0.092,2.155,0.584,0.156,0.418,0.321,0.307,<mdl,<mdl,0.193,<mdl,0.362,<mdl,<mdl,<mdl,0.691,<mdl,0.442,0.187,<mdl,,
2/03/2011 9:00,1.575,2.097,0.676,0.082,1.757,0.453,<mdl,0.234,0.323,0.306,<mdl,<mdl,0.563,<mdl,0.270,0.182,<mdl,<mdl,0.596,<mdl,0.386,0.117,<mdl,,
2/03/2011 10:00,3.076,<mdl,<mdl,<mdl,<mdl,0.184,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,0.123,0.202,<mdl,<mdl,0.237,<mdl,0.150,<mdl,<mdl,,
2/03/2011 11:00,<mdl,0.991,0.078,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,0.172,0.207,<mdl,<mdl,0.224,<mdl,0.103,<mdl,<mdl,,
2/03/2011 12:00,<mdl,1.057,0.235,<mdl,0.509,0.198,0.189,0.120,0.194,0.340,<mdl,0.085,0.159,<mdl,0.179,0.226,<mdl,<mdl,0.371,<mdl,0.176,<mdl,<mdl,,
2/03/2011 13:00,<mdl,1.068,0.173,<mdl,0.515,0.177,<mdl,0.164,0.308,0.283,0.226,0.184,0.124,<mdl,0.163,0.153,<mdl,<mdl,0.289,<mdl,0.106,<mdl,<mdl,,
2/03/2011 14:00,<mdl,1.030,0.204,0.061,0.913,0.185,<mdl,0.162,0.301,0.569,0.293,0.220,0.252,<mdl,0.153,0.718,<mdl,<mdl,0.381,<mdl,0.253,<mdl,<mdl,,
2/03/2011 18:00,7.114,1.025,0.239,0.128,0.578,<mdl,0.320,0.644,0.272,0.338,0.289,0.086,0.091,<mdl,0.176,0.194,<mdl,<mdl,0.324,<mdl,0.174,<mdl,<mdl,,
2/03/2011 19:00,<mdl,2.199,0.544,0.166,1.462,0.269,0.217,0.419,0.228,0.292,0.214,<mdl,0.083,<mdl,0.186,0.959,<mdl,<mdl,0.252,<mdl,0.140,<mdl,0.610,,
2/03/2011 20:00,<mdl,1.970,0.270,0.135,0.541,0.330,0.223,0.342,0.142,<mdl,<mdl,<mdl,<mdl,<mdl,0.151,<mdl,<mdl,<mdl,0.159,<mdl,<mdl,<mdl,<mdl,,
2/03/2011 21:00,<mdl,1.642,0.194,0.137,0.408,0.267,0.140,0.321,0.196,<mdl,<mdl,<mdl,<mdl,<mdl,0.159,<mdl,<mdl,<mdl,0.188,<mdl,<mdl,<mdl,<mdl,,
2/03/2011 22:00,<mdl,1.742,0.311,0.151,0.607,0.256,0.164,0.610,0.322,0.143,<mdl,<mdl,0.058,<mdl,0.214,<mdl,<mdl,<mdl,0.297,<mdl,0.139,<mdl,<mdl,,
3/03/2011 11:00,4.212,4.486,0.635,0.241,3.058,0.908,0.458,0.434,1.268,1.218,1.096,0.545,0.507,0.118,0.318,0.265,0.073,0.106,0.853,0.115,0.535,0.190,<mdl,,
3/03/2011 12:00,5.429,5.077,0.686,0.121,3.134,0.900,0.463,0.273,1.375,1.191,1.372,0.857,0.384,0.135,0.262,0.203,0.090,0.101,0.392,<mdl,0.293,<mdl,<mdl,,
3/03/2011 13:00,6.669,4.789,0.769,0.122,3.109,0.756,0.395,0.348,1.004,1.282,2.005,1.307,0.434,0.177,0.197,0.280,0.103,0.099,0.698,<mdl,0.234,<mdl,<mdl,,
3/03/2011 14:00,7.455,4.623,0.959,0.097,2.861,0.588,0.428,0.414,0.876,1.032,1.911,1.583,0.390,0.146,0.174,0.245,0.072,0.100,0.689,<mdl,0.167,<mdl,<mdl,,
3/03/2011 15:00,7.496,4.705,0.829,0.098,2.919,0.558,0.460,0.197,0.702,0.841,2.301,1.903,0.234,0.162,0.168,0.267,0.098,0.080,0.198,<mdl,<mdl,<mdl,<mdl,,
3/03/2011 17:00,7.574,5.878,0.897,0.131,5.169,2.036,1.095,0.525,2.800,1.941,1.413,0.751,0.730,0.227,0.536,0.360,0.128,0.213,0.886,<mdl,0.583,0.277,<mdl,,
3/03/2011 21:00,10.457,1.707,0.667,0.103,2.490,0.383,0.661,0.426,0.669,0.633,0.170,<mdl,0.422,<mdl,0.289,<mdl,0.074,<mdl,0.270,<mdl,0.308,<mdl,<mdl,,
3/03/2011 22:00,<mdl,2.356,1.139,0.106,3.488,0.642,0.534,0.459,0.654,0.555,<mdl,<mdl,0.108,<mdl,0.187,<mdl,<mdl,<mdl,0.306,<mdl,0.189,0.109,<mdl,,
4/03/2011 0:00,1.705,1.985,0.163,0.066,0.745,0.189,0.314,0.174,0.536,0.320,<mdl,<mdl,<mdl,<mdl,0.157,<mdl,<mdl,<mdl,<mdl,<mdl,0.102,<mdl,<mdl,,
4/03/2011 3:00,<mdl,3.554,0.389,0.077,1.354,0.573,0.330,0.527,1.014,0.357,0.197,<mdl,0.141,<mdl,0.273,0.454,0.073,0.068,0.697,<mdl,0.472,0.169,0.545,,
4/03/2011 4:00,<mdl,3.950,0.601,0.100,1.515,0.970,0.290,0.595,1.401,0.312,0.316,0.131,0.234,0.057,0.383,0.880,0.100,0.072,1.343,<mdl,0.680,0.335,0.854,,
4/03/2011 5:00,<mdl,3.831,0.790,0.467,1.895,1.097,0.211,0.826,1.435,0.276,0.379,0.150,0.263,<mdl,0.532,1.165,0.140,0.067,1.772,<mdl,0.895,0.460,1.193,,
4/03/2011 6:00,1.700,3.966,1.012,0.253,2.367,1.252,0.234,1.044,1.440,0.375,0.593,0.243,0.287,<mdl,0.819,1.431,0.197,0.069,2.235,0.143,1.190,0.599,1.365,,
4/03/2011 7:00,2.464,4.031,1.237,0.209,3.015,1.746,0.419,1.161,1.698,0.603,0.813,0.328,0.357,0.061,1.027,1.524,0.210,0.090,2.712,0.156,1.485,0.745,1.270,,
4/03/2011 8:00,3.049,4.387,1.669,0.264,4.030,2.456,0.647,1.586,2.066,0.810,0.975,0.368,0.439,0.064,1.075,1.441,0.237,0.122,3.027,0.200,1.803,0.879,1.090,,
4/03/2011 11:00,3.001,3.835,0.193,0.192,1.773,0.587,0.758,<mdl,0.872,0.816,0.734,0.375,0.130,0.089,0.143,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,0.121,<mdl,,
4/03/2011 12:00,3.962,4.459,0.247,0.112,2.460,0.677,0.702,0.165,0.960,0.944,1.045,0.517,0.150,0.129,0.162,<mdl,<mdl,<mdl,0.109,<mdl,<mdl,<mdl,<mdl,,
4/03/2011 13:00,4.753,4.587,0.273,0.124,2.564,0.655,0.730,0.251,1.130,1.085,0.646,0.313,0.255,0.108,0.168,<mdl,<mdl,<mdl,0.193,<mdl,<mdl,<mdl,<mdl,,
4/03/2011 14:00,5.785,4.712,0.238,0.135,2.874,0.717,0.738,0.214,1.425,1.272,0.451,0.306,0.298,0.136,0.172,0.143,<mdl,0.083,0.193,<mdl,<mdl,<mdl,<mdl,,
4/03/2011 15:00,6.319,4.222,0.361,0.148,3.380,0.849,0.758,0.222,1.241,1.375,0.954,0.810,0.274,0.199,0.216,0.204,0.084,0.117,0.185,<mdl,<mdl,<mdl,<mdl,,
4/03/2011 17:00,2.673,1.952,0.324,0.086,2.186,0.517,0.676,0.201,0.933,0.880,0.810,0.260,0.166,0.068,0.243,0.182,<mdl,<mdl,0.251,<mdl,0.304,<mdl,<mdl,,
4/03/2011 18:00,<mdl,1.598,0.303,0.098,1.695,0.485,0.444,0.233,0.644,0.629,0.364,0.113,0.202,<mdl,0.277,0.159,<mdl,<mdl,0.321,<mdl,0.209,<mdl,<mdl,,
4/03/2011 19:00,1.579,2.144,0.108,0.128,1.291,0.315,0.427,<mdl,0.773,0.712,<mdl,<mdl,0.086,<mdl,0.187,<mdl,<mdl,<mdl,0.202,<mdl,0.099,<mdl,<mdl,,
4/03/2011 20:00,<mdl,2.027,0.070,0.066,1.041,0.243,0.332,<mdl,0.640,0.622,<mdl,<mdl,<mdl,<mdl,0.171,<mdl,<mdl,<mdl,0.142,<mdl,<mdl,<mdl,<mdl,,
4/03/2011 21:00,<mdl,1.265,<mdl,0.074,0.787,0.229,0.330,<mdl,0.534,0.487,<mdl,<mdl,<mdl,<mdl,0.157,<mdl,<mdl,<mdl,0.136,<mdl,<mdl,<mdl,<mdl,,
4/03/2011 22:00,<mdl,0.911,<mdl,0.079,0.606,<mdl,0.287,<mdl,0.536,0.308,<mdl,<mdl,<mdl,<mdl,0.191,<mdl,<mdl,<mdl,0.116,0.208,<mdl,<mdl,<mdl,,
5/03/2011 4:00,7.210,<mdl,0.101,0.060,0.795,<mdl,0.456,<mdl,0.262,0.485,<mdl,<mdl,<mdl,<mdl,0.118,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,,
5/03/2011 5:00,<mdl,1.680,0.138,0.259,0.815,<mdl,0.250,0.131,0.196,0.552,<mdl,<mdl,<mdl,<mdl,0.120,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,,
5/03/2011 6:00,<mdl,1.298,0.129,0.124,0.691,<mdl,0.236,<mdl,0.241,0.327,<mdl,<mdl,<mdl,<mdl,0.139,<mdl,<mdl,<mdl,0.097,<mdl,<mdl,<mdl,<mdl,,
5/03/2011 7:00,<mdl,1.380,0.191,0.094,1.106,0.187,0.241,<mdl,0.237,0.588,<mdl,<mdl,<mdl,<mdl,0.173,<mdl,<mdl,<mdl,0.205,<mdl,<mdl,<mdl,<mdl,,
5/03/2011 8:00,<mdl,1.152,0.075,<mdl,0.314,<mdl,0.182,<mdl,0.320,0.153,<mdl,<mdl,0.067,<mdl,0.167,<mdl,<mdl,<mdl,0.183,<mdl,<mdl,<mdl,<mdl,,
5/03/2011 9:00,<mdl,1.574,0.140,0.061,0.456,<mdl,0.233,<mdl,0.284,0.240,<mdl,<mdl,0.072,<mdl,0.173,0.146,<mdl,<mdl,0.205,<mdl,0.095,<mdl,<mdl,,
5/03/2011 11:00,<mdl,1.246,0.220,0.135,0.930,0.247,0.248,<mdl,0.435,0.341,<mdl,0.113,0.070,<mdl,0.223,<mdl,<mdl,<mdl,0.264,<mdl,0.117,<mdl,<mdl,,
5/03/2011 12:00,<mdl,1.358,0.317,0.094,0.932,0.303,0.221,0.193,0.492,0.388,0.274,<mdl,0.094,<mdl,0.265,<mdl,<mdl,<mdl,0.336,<mdl,0.202,<mdl,<mdl,,
5/03/2011 13:00,<mdl,1.117,0.275,0.066,1.089,0.349,0.288,0.169,0.507,0.482,0.309,0.121,0.100,<mdl,0.256,<mdl,<mdl,<mdl,0.391,<mdl,0.212,<mdl,<mdl,,
5/03/2011 14:00,<mdl,1.087,0.096,<mdl,0.560,0.174,0.218,<mdl,0.320,0.244,0.200,<mdl,0.075,<mdl,0.196,<mdl,<mdl,<mdl,0.123,<mdl,<mdl,<mdl,<mdl,,
5/03/2011 18:00,6.609,7.780,0.257,0.075,0.785,0.209,0.391,0.216,0.287,0.209,<mdl,<mdl,<mdl,<mdl,0.251,<mdl,<mdl,<mdl,0.229,<mdl,0.121,<mdl,<mdl,,
5/03/2011 19:00,<mdl,13.563,0.186,0.112,0.635,0.275,0.280,<mdl,0.268,0.219,<mdl,<mdl,<mdl,<mdl,0.240,<mdl,<mdl,<mdl,0.245,<mdl,0.137,<mdl,<mdl,,
5/03/2011 20:00,<mdl,1.947,0.289,0.053,0.669,0.190,0.209,0.255,0.216,0.147,<mdl,<mdl,<mdl,<mdl,0.173,<mdl,<mdl,<mdl,0.163,<mdl,<mdl,<mdl,<mdl,,
5/03/2011 21:00,<mdl,4.950,0.563,0.079,1.285,0.350,0.231,0.556,0.324,0.241,<mdl,<mdl,<mdl,<mdl,0.259,0.150,<mdl,<mdl,0.264,<mdl,0.156,<mdl,<mdl,,
5/03/2011 22:00,<mdl,0.904,0.264,<mdl,<mdl,<mdl,0.146,0.134,0.184,<mdl,<mdl,<mdl,<mdl,<mdl,0.148,<mdl,<mdl,<mdl,0.102,<mdl,<mdl,<mdl,<mdl,,
6/03/2011 4:00,7.812,2.100,0.669,0.102,1.637,0.240,0.347,0.488,0.391,0.363,<mdl,<mdl,<mdl,<mdl,0.195,<mdl,<mdl,<mdl,0.185,<mdl,0.144,<mdl,<mdl,,
6/03/2011 5:00,<mdl,3.388,0.408,0.361,0.983,0.371,0.250,0.494,0.474,0.421,<mdl,<mdl,0.068,<mdl,0.212,0.240,<mdl,<mdl,0.391,<mdl,0.187,<mdl,<mdl,,
6/03/2011 6:00,<mdl,3.511,0.435,0.127,1.255,0.591,0.189,0.411,1.013,0.485,<mdl,<mdl,0.152,<mdl,0.428,0.627,0.078,<mdl,1.461,<mdl,0.715,0.274,0.447,,
6/03/2011 7:00,1.598,2.937,0.652,0.100,1.243,0.814,0.263,1.052,1.148,0.434,0.234,0.087,0.207,<mdl,0.473,0.842,0.090,<mdl,1.341,<mdl,0.644,0.330,0.895,,
6/03/2011 8:00,2.554,3.290,0.873,0.108,1.976,1.263,0.392,0.351,0.768,0.474,0.521,0.096,0.191,<mdl,0.377,0.407,0.072,<mdl,1.086,<mdl,0.356,0.192,<mdl,,
6/03/2011 9:00,1.595,1.294,0.134,<mdl,0.296,0.193,0.138,0.273,0.197,<mdl,<mdl,<mdl,<mdl,<mdl,0.165,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,,
6/03/2011 11:00,2.095,1.383,0.245,0.068,0.652,0.330,0.187,0.318,0.305,<mdl,0.194,<mdl,0.060,<mdl,0.220,<mdl,<mdl,<mdl,0.110,<mdl,<mdl,<mdl,<mdl,,
6/03/2011 12:00,<mdl,1.038,0.136,<mdl,0.462,0.257,0.131,<mdl,0.270,<mdl,0.204,<mdl,<mdl,<mdl,0.241,<mdl,<mdl,<mdl,0.115,<mdl,<mdl,<mdl,<mdl,,
6/03/2011 13:00,2.302,1.126,0.166,0.053,0.481,0.275,0.154,0.125,0.276,0.158,0.195,<mdl,<mdl,<mdl,0.209,<mdl,<mdl,<mdl,0.102,<mdl,<mdl,<mdl,<mdl,,
6/03/2011 14:00,2.296,0.980,0.209,0.072,0.663,0.347,0.163,<mdl,0.285,0.153,0.175,<mdl,<mdl,<mdl,0.278,<mdl,<mdl,<mdl,0.162,<mdl,<mdl,<mdl,<mdl,,
6/03/2011 18:00,5.927,<mdl,0.062,<mdl,<mdl,<mdl,0.353,<mdl,0.262,0.178,<mdl,<mdl,<mdl,<mdl,0.144,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,<mdl,,
6/03/2011 19:00,<mdl,1.402,0.067,0.061,<mdl,<mdl,0.209,<mdl,0.257,0.166,<mdl,<mdl,<mdl,<mdl,0.155,<mdl,<mdl,<mdl,0.126,<mdl,<mdl,<mdl,<mdl,,
6/03/2011 20:00,<mdl,1.733,0.101,0.055,0.451,0.207,0.227,0.364,0.295,0.251,<mdl,<mdl,<mdl,<mdl,0.187,<mdl,<mdl,<mdl,0.180,<mdl,0.120,<mdl,<mdl,,
6/03/2011 21:00,<mdl,2.291,0.291,0.069,0.884,0.403,0.270,0.395,0.461,0.446,<mdl,<mdl,<mdl,<mdl,0.281,0.148,<mdl,<mdl,0.452,<mdl,0.280,0.135,<mdl,,
6/03/2011 22:00,<mdl,4.046,0.364,0.070,1.351,0.539,0.282,0.420,0.686,0.859,0.175,<mdl,0.110,<mdl,0.352,0.450,<mdl,<mdl,0.788,<mdl,0.304,0.161,<mdl,,
,,,,,,,,,,,,,,,,,,,,,,,,,
